headline,url
KHN Journalist Combs for Clues on Covid’s Origins,https://khn.org/news/article/khn-on-air-may-29-2021-clues-on-covid-origins/
Biden Administration Signals It’s in No Rush to Allow Canadian Drug Imports,https://khn.org/news/article/biden-administration-signals-its-in-no-rush-to-allow-canadian-drug-imports/
"Opioids Like ‘Lean’ Permeate Hip-Hop Culture, but Dangers Are Downplayed",https://khn.org/news/article/opioids-like-lean-permeate-hip-hop-culture-but-dangers-are-downplayed/
"In California, Nursing Home Owners Can Operate After They’re Denied a License",https://khn.org/news/article/in-california-nursing-home-owners-can-operate-after-theyre-denied-a-license/
Caring for an Aging Nation,https://khn.org/news/article/caring-for-an-aging-nation/
KHN’s ‘What the Health?’: The Return of the Public Option,https://khn.org/news/article/podcast-khn-what-the-health-198-insurance-public-option-may-27-2021/
Legisladores de Colorado se posicionan contra los altos costos de los medicamentos,https://khn.org/news/article/legisladores-de-colorado-se-posicionan-contra-los-altos-costos-de-los-medicamentos/
"Suficiente para arruinar el descanso: le cobran $10,322 por un estudio del sueño",https://khn.org/news/article/suficiente-para-arruinar-el-descanso-le-cobran-10322-por-un-estudio-del-sueno/
"Enough to Wreck Their Rest: $10,322 for a Sleep Study",https://khn.org/news/article/enough-to-wreck-their-rest-10322-for-a-sleep-study/
Confronting Our ‘Frailties’: California’s Assembly Leader Reflects on a Year of Covid,https://khn.org/news/article/interview-california-assembly-leader-anthony-rendonreflects-on-year-of-covid/
"Lady Gaga and J.Lo Sell ‘Well’ Building Seal, But It’s a Payday, Not a PSA",https://khn.org/news/article/well-building-health-safety-seal-celebrities-lady-gaga-jennifer-lopez-psa-payday/
Minneapolis Police Injured Protesters With Rubber Bullets. The City Has Taken Little Action.,https://khn.org/news/article/george-floyd-protests-what-happened-police-who-shot-rubber-bullets/
‘Better Than the Hospital’: Pandemic Boosts Care for Serious Illnesses at Home,https://khn.org/news/article/better-than-the-hospital-pandemic-boosts-care-for-serious-illnesses-at-home/
Corporations Encourage Employee Vaccination but Stop Short of Mandates,https://khn.org/news/article/corporations-encourage-employee-vaccination-but-stop-short-of-mandates/
Pandemic Leads Doctors to Rethink Unnecessary Treatment,https://khn.org/news/article/pandemic-leads-doctors-to-rethink-unnecessary-treatment/
Colorado Lawmakers Wage Multifront Assault on High Drug Costs,https://khn.org/news/article/colorado-lawmakers-wage-multifront-assault-on-high-drug-costs/
Is Your Living Room the Future of Hospital Care?,https://khn.org/news/article/is-your-living-room-the-future-of-hospital-care/
No-Cancel Culture: How Telehealth Is Making It Easier to Keep That Therapy Session,https://khn.org/news/article/no-cancel-culture-how-telehealth-is-making-it-easier-to-keep-that-therapy-session/
Tips for Older Adults to Regain Their Game After Being Cooped Up for More Than a Year,https://khn.org/news/article/tips-for-older-adults-to-regain-their-game-after-being-cooped-up-for-more-than-a-year/
"KHN Journalists Comment on Abortion Case, Wasted Covid Doses",https://khn.org/news/article/khn-journalists-comment-on-abortion-case-wasted-covid-doses/
"If You Are Vaccinated, You Can Dance the Night Away",https://khn.org/news/article/vaccination-proof-passports-north-carolina-mask-free-nightclub/
Colorado Will Pay Hospitals to Close Expensive Free-Standing ERs,https://khn.org/news/article/colorado-will-pay-hospitals-to-close-expensive-free-standing-ers/
"As Pandemic Eases, Many Seniors Have Lost Strength, May Need Rehabilitative Services",https://khn.org/news/article/as-pandemic-eases-many-seniors-have-lost-strength-may-need-rehabilitative-services/
KHN’s ‘What the Health?’: Roe v. Wade on the Ropes,https://khn.org/news/article/podcast-khn-what-the-health-197-roe-v-wade-on-ropes-may-20-2021/
"Stark Racial Disparities Persist in Vaccinations, State-Level CDC Data Shows",https://khn.org/news/article/covid-vaccination-stark-racial-disparities-persist-state-level-cdc-data/
Seed Money: Black Entrepreneurs Hope Pandemic Gardening Boom Will Grow Healthier Eating,https://khn.org/news/article/seed-money-black-entrepreneurs-hope-pandemic-gardening-boom-will-grow-healthier-eating/
"Despite Pandemic, Newsom Declines to Boost Local Public Health Budgets — Again",https://khn.org/news/article/despite-pandemic-newsom-declines-to-boost-local-public-health-budgets-again/
"Viaje a la cueva de los murciélagos: mientras buscan el origen de covid, científicos reavivan el debate sobre la “fuga de laboratorio” de Wuhan",https://khn.org/news/article/viaje-a-la-cueva-de-los-murcielagos-mientras-buscan-el-origen-de-covid-cientificos-reavivan-el-debate-sobre-la-fuga-de-laboratorio-de-wuhan/
"To the Bat Cave: In Search of Covid’s Origins, Scientists Reignite Polarizing Debate on Wuhan ‘Lab Leak’",https://khn.org/news/article/wuhan-lab-leak-coronavirus-virologists-seek-inquiry-covid-origins-bat-research/
Why Your Dentist Might Seem Pushy,https://khn.org/news/article/why-your-dentist-might-seem-pushy/
"Racism Derails Black Men’s Health, Even as Education Levels Rise",https://khn.org/news/article/racism-derails-black-mens-health-even-as-education-levels-rise/
"Aiding Her Dying Husband, a Geriatrician Learns the Emotional and Physical Toll of Caregiving",https://khn.org/news/article/aiding-dying-husband-geriatrician-learns-emotional-physical-toll-of-caregiving/
"Doctors Now Must Provide Patients Their Health Data, Online and On Demand",https://khn.org/news/article/electronic-health-records-doctors-must-provide-patients-data-online-on-demand-opennotes/
Watch: Elisabeth Rosenthal on the Covid-19 ‘Infodemic’ and the Media,https://khn.org/news/article/watch-elisabeth-rosenthal-on-the-covid-19-infodemic-and-the-media/
‘Kicking You When You’re Down’: Many Cancer Patients Pay Dearly for Parking,https://khn.org/news/article/kicking-you-when-youre-down-many-cancer-patients-pay-dearly-for-parking/
"Homicides Surge in California Amid Covid Shutdowns of Schools, Youth Programs",https://khn.org/news/article/homicides-surge-in-california-amid-covid-shutdowns-of-schools-youth-programs/
What Does Approval of the Pfizer Vaccine for Teens and Preteens Mean for My Child?,https://khn.org/news/article/what-does-approval-of-the-pfizer-vaccine-for-teens-and-preteens-mean-for-my-child/
"Los latinos son los que más quieren vacunarse, y los que más obstáculos enfrentan",https://khn.org/news/article/los-latinos-son-los-que-mas-quieren-vacunarse-y-los-que-mas-obstaculos-enfrentan/
Vacuna de Pfizer para adolescentes: lo que tienes que saber,https://khn.org/news/article/vacuna-de-pfizer-para-adolescentes-lo-que-tienes-que-saber/
Listen: Exploring Controversial Efforts to Waive Drugmakers’ Vaccine Patent Rights,https://khn.org/news/article/listen-pandemics-patents-and-profits/
Has agregado a tus hijos a tu plan de salud. ¿Y tu mamá?,https://khn.org/news/article/has-agregado-a-tus-hijos-a-tu-plan-de-salud-y-tu-mama/
KHN’s ‘What the Health?’: Drug Price Effort Hits a Snag,https://khn.org/news/article/podcast-khn-what-the-health-196-lowering-drug-prices-snag-may-13-2021/
"Latinos Are the Most Eager to Get Vaccinated, Survey Shows — But Face Obstacles",https://khn.org/news/article/latinos-are-the-most-eager-to-get-vaccinated-survey-shows-but-face-obstacles/
Another Pandemic ‘To Do’ on the List for Schools: Contact Tracing,https://khn.org/news/article/another-pandemic-to-do-on-the-list-for-schools-contact-tracing/
Behind the Byline: The Quest to Bring Spanish Language to KHN,https://khn.org/news/article/behind-the-byline-the-quest-to-bring-spanish-language-to-khn/
You’ve Added Your Kids to Your Health Plan. What About Mom?,https://khn.org/news/article/uninsured-dependent-parent-health-insurance-coverage-california-legislation/
Biden Boasts About Equitable Senior Vaccination Rate by Race Without Data to Back It Up,https://khn.org/news/article/biden-boasts-about-equitable-senior-vaccination-rate-by-race-without-data-to-back-it-up/
Don’t Eat the Yellowstone Snow: Elite Ski Resort Aims to Turn Sewage Into Powder,https://khn.org/news/article/yellowstone-club-artificial-snow-montana-ski-resort-turn-wastewater-into-powder/
Covid Fears Keep Many Latino Kids out of Classrooms,https://khn.org/news/article/covid-fears-keep-many-latino-kids-out-of-classrooms/
El miedo a covid mantiene a muchos niños latinos fuera de las aulas,https://khn.org/news/article/el-miedo-a-covid-mantiene-a-muchos-ninos-latinos-fuera-de-las-aulas/
Masks at the Campfire: Summer Camps for Kids With Medical Needs Adapt to Covid,https://khn.org/news/article/summer-camps-in-person-kids-with-medical-needs-adapt-to-covid/
Riding Herd on Mental Health in Colorado Ranching Country,https://khn.org/news/article/colorado-rancher-mental-health-stigma-isolation-agricultural-crisis/
What the Slowing Vaccine Rates Mean for One Rural Montana County,https://khn.org/news/article/slowing-vaccine-rates-rural-flathead-county-montana/
De reacios a activistas: el tiroteo en un hospital obliga a una familia de inmigrantes a repensar la justicia estadounidense,https://khn.org/news/article/de-reacios-a-activistas-el-tiroteo-en-un-hospital-obliga-a-una-familia-de-inmigrantes-a-repensar-la-justicia-estadounidense/
How Schools Can Help Kids Heal After the Pandemic’s Uncertainty,https://khn.org/news/article/pandemic-children-mental-health-how-schools-can-help-kids-heal/
The Making of Reluctant Activists: A Police Shooting in a Hospital Forces One Family to Rethink American Justice,https://khn.org/news/article/racism-reluctant-activists-police-shooting-hospital-family-rethinks-american-justice/
"From Covid Coverage to ‘Public Option’ Plans, Journalists Delve Into Details",https://khn.org/news/article/khn-on-air-covid-coverage-public-option-plans-may-8-2021/
Covid Testing Has Turned Into a Financial Windfall for Hospitals and Other Providers,https://khn.org/news/article/covid-testing-has-turned-into-a-financial-windfall-for-hospitals-and-other-providers/
5 Things to Know About Health Care Changes in Montana,https://khn.org/news/article/5-things-to-know-about-health-care-changes-in-montana/
‘I Just Feel Like Myself’: A Nonbinary Child in Their Own Words,https://khn.org/news/article/i-just-feel-like-myself-a-nonbinary-child-in-their-own-words/
This Small Canadian Drugmaker Wants to Make J&J Vaccines for Poor Nations. It Needs More Than a Patent Waiver.,https://khn.org/news/article/covid-vaccines-patent-waiver-biolyse-canadian-drugmaker-wants-to-make-johnson-johnson-vaccines-for-poor-countries/
KHN’s ‘What the Health?’: Sharing Vaccines With the World,https://khn.org/news/article/podcast-khn-what-the-health-195-sharing-covid-vaccines-worldwide-may-6-2021/
"For Kurdish Americans in Nashville, a Beloved Leader’s Death Prompts Vaccine Push",https://khn.org/news/article/for-kurdish-americans-in-nashville-a-beloved-leaders-death-prompts-vaccine-push/
"Salesforce, Google, Facebook. How Big Tech Undermines California’s Public Health System.",https://khn.org/news/article/how-newsoms-reliance-on-big-tech-in-pandemic-undermines-public-health-system/
Telemedicine Is a Tool — Not a Replacement for Your Doctor’s Touch,https://khn.org/news/article/telemedicine-is-a-tool-not-a-replacement-for-your-doctors-touch/
"Hit by Higher Prices for Gear, Doctors and Dentists Want Insurers to Pay",https://khn.org/news/article/hit-by-higher-prices-for-gear-doctors-and-dentists-want-insurers-to-pay/
Covid Shot in the Arm Not Enough to Keep Pharmacies in Business,https://khn.org/news/article/covid-shot-in-the-arm-not-enough-to-keep-pharmacies-in-business/
Trouble Managing Money May Be an Early Sign of Dementia,https://khn.org/news/article/trouble-managing-money-may-be-an-early-sign-of-dementia/
Covered California dice que el seguro de salud se ha vuelto demasiado barato como para ignorarlo,https://khn.org/news/article/covered-california-dice-que-el-seguro-de-salud-se-ha-vuelto-demasiado-barato-como-para-ignorarlo/
"A Primary Care Physician for Every American, Science Panel Urges",https://khn.org/news/article/primary-care-physician-for-every-american-national-academies-recommendation-empanelment/
Covid no discrimina por edad: dramático aumento de casos en adultos jóvenes,https://khn.org/news/article/covid-no-discrimina-por-edad-dramatico-aumento-de-casos-en-adultos-jovenes/
Democrats Disagree About How to Spend Potential Prescription Drug Windfall,https://khn.org/news/article/democrats-disagree-about-how-to-spend-potential-prescription-drug-windfall/
"En los Apalaches y el delta del Mississippi, millones deben viajar lejos para recibir atención por accidentes cerebrovasculares",https://khn.org/news/article/en-los-apalaches-y-el-delta-del-mississippi-millones-deben-viajar-lejos-para-recibir-atencion-por-accidentes-cerebrovasculares/
Democrats Disagree About How to Spend Potential Prescription Drug Windfall,https://khn.org/news/article/democrats-disagree-about-how-to-spend-potential-prescription-drug-windfall/
"In Appalachia and the Mississippi Delta, Millions Face Long Drives to Stroke Care",https://khn.org/news/article/appalachia-mississippi-delta-stroke-treatment-advanced-care-rural-access/
Covered California Says Health Insurance Just Got Too Cheap to Ignore,https://khn.org/news/article/covered-california-says-health-insurance-just-got-too-cheap-to-ignore/
"CVS y Walgreens desperdician cerca de 130,000 dosis de vacunas contra covid",https://khn.org/news/article/cvs-y-walgreens-desperdician-cerca-de-130000-dosis-de-vacunas-contra-covid/
"As Schools Spend Millions on Air Purifiers, Experts Warn of Overblown Claims and Harm to Children",https://khn.org/news/article/as-schools-spend-millions-on-air-purifiers-experts-warn-of-overblown-claims-and-harm-to-children/
"Detecting Rare Blood Clots Was a Win, But US Vaccine Safety System Still Has Gaps",https://khn.org/news/article/detecting-rare-blood-clots-was-a-win-but-us-vaccine-safety-system-still-has-gaps/
"As Vaccine Demand Slows, Political Differences Go on Display in California Counties",https://khn.org/news/article/as-vaccine-demand-slows-political-differences-go-on-display-in-california-counties/
CVS and Walgreens Have Wasted More Vaccine Doses Than Most States Combined,https://khn.org/news/article/cvs-and-walgreens-have-wasted-more-vaccine-doses-than-most-states-combined/
How We Reported on Rural Stroke Access,https://khn.org/news/article/methodology-how-we-reported-on-rural-stroke-care/
Journalists Track Biden’s First 100 Days,https://khn.org/news/article/khn-on-air-may-1-2021/
Mental Health Services Wane as Insurers Appear to Skirt Parity Rules During Pandemic,https://khn.org/news/article/gao-report-mental-health-services-wane-as-insurers-appear-to-skirt-parity-rules-during-pandemic/
"A pesar de lo que se dice, la vacuna contra covid no infecta a las personas con culebrilla",https://khn.org/news/article/a-pesar-de-lo-que-se-dice-la-vacuna-contra-covid-no-infecta-a-las-personas-con-culebrilla/
Dos grupos que apoyan a médicos están vinculados a organizaciones antiinmigrantes,https://khn.org/news/article/dos-grupos-que-apoyan-a-medicos-estan-vinculados-a-organizaciones-antiinmigrantes/
The Vulnerable Homebound Are Left Behind on Vaccination,https://khn.org/news/article/the-vulnerable-homebound-are-left-behind-on-vaccination/
"Despite All the Talk, Covid Vaccination Does Not Infect People With Shingles",https://khn.org/news/article/fact-check-covid-vaccination-does-not-infect-people-with-shingles/
Addiction Treatment Providers in Pa. Face Little State Scrutiny Despite Harm to Clients,https://khn.org/news/article/addiction-treatment-providers-in-pa-face-little-state-scrutiny-despite-harm-to-clients/
Two Unmatched-Doctor Advocacy Groups Are Tied to Anti-Immigrant Organizations,https://khn.org/news/article/two-unmatched-doctor-advocacy-groups-are-tied-to-anti-immigrant-organizations/
KHN’s ‘What the Health?’: 100 Days of Health Policy,https://khn.org/news/article/podcast-khn-what-the-health-194-100-days-of-health-policy-april-29-2021/
A ‘Dose of Hope’? Fact-Checking President Joe Biden’s First Speech to Congress,https://khn.org/news/article/fact-checking-president-joe-biden-first-speech-to-congress/
Some County Jail Inmates See Vaccination as Ticket to a Better Life — In the State Pen,https://khn.org/news/article/some-county-jail-inmates-see-vaccination-as-ticket-to-a-better-life-in-the-state-pen/
What a Difference a Year Makes in Colorado’s Case for a Public Option Plan,https://khn.org/news/article/colorado-public-option-health-plan-pandemic-legislative-casualty/
Covid Forces Cohousing Communities to Examine Shared Values and Relationships,https://khn.org/news/article/cohousing-communities-examine-shared-values-and-relationships-amid-covid-pandemic/
"In Poisoned Montana Town, Warren Buffett-Owned Railroad Accuses Clinic of Medicare Fraud",https://khn.org/news/article/poisoned-montana-town-vermiculite-mine-asbestos-disease-warren-buffett-owned-railroad-accuses-clinic-of-medicare-fraud/
No hay que sufrir efectos secundarios con la vacuna contra covid para estar protegido,https://khn.org/news/no-hay-que-sufrir-efectos-secundarios-con-la-vacuna-contra-covid-para-estar-protegido/
"Doctors More Likely to Prescribe Opioids to Covid ‘Long Haulers,’ Raising Addiction Fears",https://khn.org/news/article/doctors-more-likely-to-prescribe-opioids-to-covid-long-haulers-raising-addiction-fears/
"Ohio’s Amish Suffered a Lot From Covid, but Vaccines Are Still a Hard Sell",https://khn.org/news/article/ohios-amish-suffered-a-lot-from-covid-but-vaccines-are-still-a-hard-sell/
You Don’t Have to Suffer to Benefit From Covid Vaccination — But Some Prefer It,https://khn.org/news/article/covid-vaccination-side-effects-suffering-effectiveness-smallpox/
Watch: What Happens When Car and Health Insurance Collide,https://khn.org/news/article/watch-what-happens-when-car-and-health-insurance-collide/
La pandemia ha puesto más en peligro a los que no hablan inglés,https://khn.org/news/la-pandemia-ha-puesto-mas-en-peligro-a-los-que-no-hablan-ingles/
Pandemic Imperiled Non-English Speakers More Than Others,https://khn.org/news/article/pandemic-imperiled-non-english-speakers-more-than-others/
Big Investors Push Nursing Homes to Upgrade Care and Working Conditions,https://khn.org/news/article/big-investors-push-nursing-homes-to-upgrade-care-and-working-conditions/
Evaluating President Joe Biden’s First 100 Days in Office,https://khn.org/news/article/evaluating-president-joe-bidens-first-100-days-in-office/
"‘Red Flag’ Gun Laws Get Another Look After Indiana, Colorado Shootings",https://khn.org/news/article/red-flag-gun-laws-get-another-look-after-indiana-colorado-shootings/
Time to Say Goodbye to Some Insurers’ Waivers for Covid Treatment Fees,https://khn.org/news/article/time-to-say-goodbye-to-some-insurers-waivers-for-covid-treatment-fees/
"‘We’re Coming for You’: For Public Health Officials, a Year of Threats and Menace",https://khn.org/news/article/public-health-officials-year-of-threats-menace-santa-cruz-california/
"From Hospital Profits to Gender Gaps, Journalists Are on the Case",https://khn.org/news/article/from-hospital-profits-to-gender-gaps-journalists-are-on-the-case/
"Virtual Care Spreads in Missouri Health System, Home to ‘Hospital Without Beds’",https://khn.org/news/article/virtual-care-spreads-in-missouri-health-system-mercy/
Only One Vaccine Is OK’d for Older Teens. It’s Also the Hardest to Manage in Rural America.,https://khn.org/news/article/pfizer-vaccine-authorized-for-older-teens-also-hardest-to-manage-in-rural-america/
Michigan’s Outbreak Worries Scientists. Will Conservative Outposts Keep Pandemic Rolling?,https://khn.org/news/article/michigan-covid-outbreak-worries-scientists-will-conservative-outposts-keep-pandemic-rolling/
KHN’s ‘What the Health?’: Picking Up the Pace of Undoing Trump Policies,https://khn.org/news/article/podcast-khn-what-the-health-193-biden-undoing-trump-policies-april-22-2021/
"Tras accidente de auto, paciente se estrella contra factura de $700,000 por cirugía de columna",https://khn.org/news/article/tras-accidente-de-auto-paciente-se-estrella-contra-factura-de-700000-por-cirugia-de-columna/
"After Accident, Patient Crashes Into $700,000 Bill for Spine Surgery",https://khn.org/news/article/after-accident-patient-crashes-into-700000-bill-for-spine-surgery/
"Doctors Scramble to Understand Long Covid, but Causes and Prognosis Are Elusive",https://khn.org/news/article/doctors-scramble-to-understand-long-covid-but-causes-and-prognosis-are-elusive/
California and Texas Took Different Routes to Vaccination. Who’s Ahead?,https://khn.org/news/article/california-and-texas-took-different-routes-to-vaccination-whos-ahead/
Otra victoria para la industria: fracasa proyecto de ley de impuestos a sodas,https://khn.org/news/otra-victoria-para-la-industria-fracasa-proyecto-de-ley-de-impuestos-a-sodas/
"Peligran avances contra el VIH por la lucha contra covid, en especial en el sur del país",https://khn.org/news/peligran-avances-contra-el-vih-por-la-lucha-contra-covid-en-especial-en-el-sur-del-pais/
Another Soda Tax Bill Dies. Another Win for Big Soda.,https://khn.org/news/article/another-soda-tax-bill-dies-another-win-for-big-soda/
"Strides Against HIV/AIDS Falter, Especially in the South, as Nation Battles Covid",https://khn.org/news/article/strides-against-hiv-aids-falter-especially-in-the-south-as-nation-battles-covid/
Censorship or Misinformation? DeSantis and YouTube Spar Over Covid Roundtable Takedown.,https://khn.org/news/article/censorship-or-misinformation-desantis-and-youtube-spar-over-covid-roundtable-takedown/
"Listen: A Rookie Doctor Starts Her Career, Forged by the Pandemic",https://khn.org/news/article/listen-a-rookie-doctor-starts-her-career-forged-by-the-pandemic/
"Tras un año mortal en las carreteras, los estados dicen sí a la seguridad y no a la velocidad",https://khn.org/news/article/tras-un-ano-mortal-en-las-carreteras-los-estados-dicen-si-a-la-seguridad-y-no-a-la-velocidad-2/
"Dientes careados y cáncer avanzado, los efectos del atraso en la atención por covid",https://khn.org/news/dientes-careados-y-cancer-avanzado-los-efectos-del-atraso-en-la-atencion-por-covid/
"After a Deadly Year on the Roads, States Push for Safety Over Speed",https://khn.org/news/article/after-a-deadly-year-on-the-roads-states-push-for-safety-over-speed/
